type,fund,fund_size,beneficial_units,total_beneficiaries
,(本基金有相當比重投資於非投資等級之高風險債券基金),,,
AE23,匯豐ESG永續多元資產組合基金(美元月分配息),"339,058,731","1,233,197.10",5
,(本基金有相當比重投資於非投資等級之高風險債券基金且本基金配息來源可能為本金及收益平準金),,,
AA1,匯豐龍騰電子基金,"1,576,136,731","20,940,236.20","2,931"
匯豐中華投信,,"17,590,079,909","868,339,318.40","15,738"
AA1,元大2001基金,"2,439,659,321","17,275,425.90","5,698"
AA1,元大多福基金,"3,603,208,718","36,959,707.40","6,623"
AA2,元大全球農業商機基金,"345,979,927","15,503,616.00","1,404"
AD1,元大得寶貨幣市場基金,"18,222,866,157","1,502,296,623.90",365
AA1,元大新主流基金,"2,992,794,784","58,721,160.80","5,769"
AA1,元大店頭基金,"1,372,568,896","69,823,185.20","4,198"
AD1,元大萬泰貨幣市場基金,"25,902,431,901","1,695,289,426.90","1,351"
AG,元大全球不動產證券化基金-新台幣A類型不配息,"887,061,791","59,410,712.60",905
AG,元大全球不動產證券化基金-新台幣B類型配息,"1,064,561,949","111,254,935.90","1,141"
,(基金之配息來源可能為本金),,,
AG,元大全球不動產證券化基金-美元,"53,694,831","126,467.80",26
AG,元大全球不動產證券化基金-人民幣,"128,120,634","1,943,892.50",14
AA2,元大新中國基金-新台幣,"1,068,260,038","87,836,529.20","2,299"
AA2,元大新中國基金-美元,"77,566,515","205,851.10",27
AA2,元大新中國基金-人民幣,"40,089,854","686,269.40",21
AI2,元大大中華價值指數基金-新台幣,"406,078,408","25,019,213.10",959
AI2,元大大中華價值指數基金-美元,"39,524,162","106,585.80",13
AI2,元大大中華價值指數基金-人民幣,"18,832,518","327,255.30",7
AH21,元大標智滬深300基金,"3,071,634,401","134,116,000.00","8,096"
AA2,元大印度基金,"342,818,770","22,240,624.00","1,322"
AA2,元大新興亞洲基金,"570,724,667","43,711,830.50","3,877"
AI2,元大印尼指數基金,"198,235,351","25,120,547.00",500
AI2,元大巴西指數基金,"301,238,268","67,811,027.60",668
AA2,元大華夏中小基金,"587,010,050","55,442,682.20","2,029"
AH11,元大富櫃50基金,"310,914,532","12,946,000.00","1,387"
AH11,元大摩臺基金,"820,210,267","11,718,000.00",535
AB2,元大中國平衡基金-新台幣,"436,314,869","24,425,320.50",953
,(本基金有相當比重得投資於非投資等級之高風險債券),,,
AB2,元大中國平衡基金-人民幣,"48,038,963","2,682,661.90",34
,(本基金有相當比重得投資於非投資等級之高風險債券),,,
AH21,元大上證50基金,"1,376,086,229","38,278,000.00","4,691"
AI2,元大亞太政府公債指數基金-新台幣A類型不配息,"147,889,144","17,059,501.90",136
AI2,元大亞太政府公債指數基金-新台幣B類型配息,"73,876,239","11,333,865.30",133
AD2,元大人民幣貨幣市場基金-新台幣,"324,725,790","29,524,458.20",181
AD2,元大人民幣貨幣市場基金-人民幣,"298,344,084","5,573,101.00",39
AH13,元大台灣50單日正向2倍基金,"16,407,939,870","112,584,000.00","1,602"
,(本基金為策略交易型產品且投資具有槓桿操作風險，故本基金不適合長期持有，僅符合臺灣證券交易所訂適格條件之投資人始得交易),,,
AH13,元大台灣50單日反向1倍基金,"50,448,686,069","9,835,649,000.00","63,732"
,(本基金為策略交易型產品且投資具有反向操作風險，故本基金不適合長期持有，僅符合臺灣證券交易所訂適格條件之投資人始得交易),,,
AA2,元大大中華TMT基金-新台幣,"721,944,774","52,287,016.00","1,049"
AA2,元大大中華TMT基金-人民幣,"68,754,336","988,502.80",23
AH23,元大滬深300單日反向1倍基金,"369,736,033","45,448,000.00","1,102"
,(本基金為策略交易型產品且投資具有反向操作風險，故本基金不適合長期持有，僅符合臺灣證券交易所訂適格條件之投資人始得交易),,,
AH23,元大滬深300單日正向2倍基金,"24,070,180,820","1,104,606,000.00","21,813"
,(本基金為策略交易型產品且投資具有槓桿操作風險，故本基金不適合長期持有，僅符合臺灣證券交易所訂適格條件之投資人始得交易),,,
AA2,元大全球股票入息基金-新台幣A類型不配息,"276,644,145","26,341,686.10","1,621"
AA2,元大全球股票入息基金-新台幣B類型配息,"50,237,405","6,245,278.20",90
,(基金之配息來源可能為本金),,,
AA2,元大全球股票入息基金-美元B類型配息,"15,827,915","62,716.30",8
,(基金之配息來源可能為本金),,,
AC21,元大新興印尼機會債券基金-新台幣A類型不配息,"166,303,848","14,934,266.10",194
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,元大新興印尼機會債券基金-新台幣B類型配息,"452,961,169","57,593,853.10",314
,(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC21,元大新興印尼機會債券基金-美金,"99,426,634","374,574.00",36
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,元大新興印尼機會債券基金-人民幣,"28,958,307","687,689.60",22
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AH23,元大標普500單日反向1倍基金,"1,139,520,391","179,688,000.00","3,219"
,(本基金為策略交易型產品且投資具有反向操作風險，故本基金不適合長期持有，僅符合臺灣證券交易所訂適格條件之投資人始得交易),,,
AH23,元大標普500單日正向2倍基金,"311,182,766","3,916,000.00",379
,(本基金為策略交易型產品且投資具有槓桿操作風險，故本基金不適合長期持有，僅符合臺灣證券交易所訂適格條件之投資人始得交易),,,
AH21,元大標普500基金,"8,647,930,194","213,485,000.00","16,076"
AD2,元大美元貨幣市場基金-新台幣,"231,986,969","25,991,861.20",139
AD2,元大美元貨幣市場基金-美元,"735,267,751","2,485,206.80",16
AH21,元大日經225基金,"213,706,800","5,925,000.00",171
AH21,元大歐洲50基金,"277,707,936","9,031,000.00",473
AB2,元大新東協平衡基金-新台幣,"390,155,023","44,001,514.50",252
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AB2,元大新東協平衡基金-美元,"31,458,330","112,204.50",13
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AH24,元大美國政府20年期(以上)債券單日正向2倍基金,"77,907,073","3,076,000.00",215
,(本基金為策略交易型產品且投資具有槓桿操作風險，故本子基金不適合長期持有，僅符合臺灣證券交易所訂定之適格條件之投資人始得交易),,,
AH22,元大美國政府20年期(以上)債券基金,"14,740,454,293","353,692,000.00","8,589"
AH24,元大美國政府20年期(以上)債券單日反向1倍基金,"5,545,768,969","427,594,000.00",216
,(本基金為策略交易型產品且投資具有反向操作風險，故本子基金不適合長期持有，僅符合臺灣證券交易所訂定之適格條件之投資人始得交易),,,
AH22,元大美國政府7至10年期債券基金,"298,505,912","7,712,000.00","1,005"
AI2,元大亞太優質高股息100指數基金-新台幣A類型不配息,"63,243,049","6,729,072.50",63
AI2,元大亞太優質高股息100指數基金-新台幣B類型配息,"48,686,270","5,946,244.10",55
,(基金之收益分配由經理公司得依收益之情況自行決定當季配息型受益權單位配息與否及分配之金額，故每季分配之金額並非一定相同),,,
AI2,元大亞太優質高股息100指數基金-新台幣I類型,0,0.00,0
AI2,元大亞太優質高股息100指數基金-美元B類型配息,"46,404,246","188,144.70",5
,(基金之收益分配由經理公司得依收益之情況自行決定當季配息型受益權單位配息與否及分配之金額，故每季分配之金額並非一定相同),,,
AI2,元大亞太優質高股息100指數基金-澳幣B類型配息,"13,771,677","72,386.00",5
,(基金之收益分配由經理公司得依收益之情況自行決定當季配息型受益權單位配息與否及分配之金額，故每季分配之金額並非一定相同),,,
AH11,元大台灣高股息低波動ETF基金,"9,621,616,727","224,012,000.00","31,846"
AH22,元大20年期以上BBB級美元公司債券ETF基金,"34,899,334,606","792,109,000.00","1,782"
AH22,元大中國國債及政策性金融債3至5年期債券ETF基金,"18,605,244,505","405,122,000.00",561
AH22,元大美國政府1至3年期債券ETF基金,"26,149,158,766","885,014,000.00",317
AA2,元大亞太成長基金,"701,128,955","71,814,392.80","2,624"
AE21,元大全球新興市場精選組合基金,"486,563,476","32,053,239.90","1,543"
AH11,元大台灣中型100基金,"764,036,146","12,500,000.00","4,664"
AE21,元大全球ETF成長組合基金,"939,756,406","73,765,382.60",708
AG,元大全球地產建設入息基金-新台幣A類型不配息,"399,607,449","39,183,438.50","1,658"
AG,元大全球地產建設入息基金-新台幣B類型配息,"205,329,020","27,461,122.40",545
,(基金之配息來源可能為本金),,,
AH11,元大台灣金融基金,"1,413,138,764","57,154,000.00","10,369"
AH11,元大台商收成基金,"210,756,617","6,624,000.00","1,131"
AH11,元大台灣電子科技基金,"350,396,935","4,988,000.00","1,221"
AA2,元大全球公用能源效率基金-新台幣A類型不配息,"438,106,501","47,277,702.80","1,565"
AA2,元大全球公用能源效率基金-新台幣B類型配息,"66,019,476","9,930,958.20",242
,(基金之配息來源可能為本金),,,
AH11,元大台灣高股息基金,"113,783,276,304","3,374,534,000.00","578,080"
AJ2,元大實質多重資產基金-新台幣,"314,494,807","31,491,569.50",149
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,元大實質多重資產基金-美元,"54,082,368","185,151.60",14
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,元大實質多重資產基金-人民幣,"11,907,082","257,954.50",12
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AH21,元大MSCI中國A股國際通ETF基金,"1,115,038,411","39,488,000.00","3,488"
AH22,元大20年期以上AAA至A級美元公司債券ETF基金,"56,289,321,007","1,270,103,000.00","3,168"
AH21,元大全球人工智慧ETF基金,"2,998,837,029","66,748,000.00","5,160"
AH21,元大標普美國高息特別股ETF基金,"798,927,317","42,225,000.00","2,450"
AH22,元大10年期以上美元投資級銀行債券ETF基金,"333,542,647","8,066,000.00",365
AH22,元大10年期以上美元投資級醫療保健債券ETF基金,"226,228,680","5,306,000.00",450
AH22,元大10年期以上美元投資級公共事業電能債券ETF基金,"229,766,723","5,706,000.00",416
AK1,元大台灣高股息ETF連結基金-新台幣A類型不配息,"948,624,582","61,244,848.60","1,572"
AK1,元大台灣高股息ETF連結基金-新台幣B類型配息,"322,915,829","24,572,647.50",756
AK1,元大台灣卓越50ETF連結基金-新台幣A類型不配息,"2,879,110,076","146,813,477.60","2,983"
AK1,元大台灣卓越50ETF連結基金-新台幣B類型配息,"574,989,488","31,350,422.40","1,018"
AK1,元大富櫃50ETF連結基金-新台幣A類型不配息,"102,576,579","4,830,549.70",313
AK1,元大富櫃50ETF連結基金-新台幣B類型配息,"22,355,413","1,139,051.60",117
AH11,元大臺灣ESG永續ETF基金,"10,792,208,387","299,444,000.00","66,542"
AH21,元大全球未來通訊ETF基金,"5,398,661,646","164,412,000.00","27,948"
AH22,元大15年期以上新興市場主權債ETF基金,"14,644,052,394","386,651,000.00",236
,(本基金有一定比重投資於非投資等級之高風險債券),,,
AA1,元大台灣高股息優質龍頭基金-新台幣A類型不配息,"20,349,800,592","1,284,600,860.10","10,950"
AA1,元大台灣高股息優質龍頭基金-新台幣B類型配息,"14,021,375,786","981,697,697.80","2,101"
,(本基金之配息來源可能為收益平準金),,,
AA1,元大台灣高股息優質龍頭基金-新台幣I類型累積級別,"880,171,227","55,592,524.00",1
AA1,元大台灣高股息優質龍頭基金-新台幣I類型配息級別,0,0.00,0
,(本基金之配息來源可能為收益平準金),,,
AH21,元大全球未來關鍵科技ETF基金,"6,005,527,313","179,024,000.00","26,045"
AA1,元大高科技基金,"5,901,224,296","142,550,855.10","10,329"
AA1,元大經貿基金,"1,722,943,178","24,924,817.90","3,774"
AA1,元大多多基金,"923,826,975","24,752,865.40","2,923"
AD1,元大得利貨幣市場基金,"25,379,909,066","1,540,926,685.70",664
AA1,元大卓越基金,"5,073,105,285","68,981,235.30","10,541"
AH11,元大台灣卓越50基金,"176,954,493,326","1,215,000,000.00","359,655"
AI1,元大台灣加權股價指數基金,"6,079,668,091","128,758,981.50","2,373"
AE23,元大全球ETF穩健組合基金-新台幣A類型,"1,128,272,547","68,376,911.20","1,125"
AE23,元大全球ETF穩健組合基金-新台幣R類型,"6,123,861","371,183.00",1
元大投信,,"765,080,173,663","31,101,355,222.60","1,364,393"
AA2,景順全球康健基金,"584,015,922","21,557,052.54",188
AA1,景順主流基金,"748,558,792","21,641,605.87",376
AE23,景順全天候智慧組合基金累積型新台幣,"11,298,550","892,416.27",7
AE23,景順全天候智慧組合基金月配型新台幣,"44,361,980","4,931,749.27",11
,(本基金之配息來源可能為本金),,,
AE23,景順全天候智慧組合基金累積型美元,"1,617,840","4,146.93",4
AE23,景順全天候智慧組合基金月配型美元,"31,955,584","114,411.60",9
